06:16,18:02,1,2018-10-02,5037,18:34,07:32
06:17,18:00,2,2018-10-03,5037,18:55,07:27
06:18,17:59,3,2018-10-04,5037,19:56,07:31
06:19,17:57,4,2018-10-05,5037,18:51,07:28
06:20,17:55,5,2018-10-06,5037,18:26,07:37
06:21,17:54,6,2018-10-07,5037,21:58,07:32
06:30,17:41,0,2018-10-15,5037,19:03,01:47
06:31,17:40,1,2018-10-16,5037,19:23,07:32
06:32,17:38,2,2018-10-17,5037,19:13,00:30
06:33,17:37,3,2018-10-18,5037,18:33,07:39
06:34,17:35,4,2018-10-19,5037,18:28,07:52
06:35,17:34,5,2018-10-20,5037,18:11,07:45
06:36,17:32,6,2018-10-21,5037,20:40,07:49
06:37,17:31,0,2018-10-22,5037,18:01,00:38
06:38,17:30,1,2018-10-23,5037,20:42,07:56
06:40,17:28,2,2018-10-24,5037,19:53,00:46
06:41,17:27,3,2018-10-25,5037,null,07:53
06:42,17:26,4,2018-10-26,5037,20:50,null
06:43,17:24,5,2018-10-27,5037,21:21,02:34
06:44,17:23,6,2018-10-28,5037,22:16,07:45
06:45,17:22,0,2018-10-29,5037,19:07,02:09
06:46,17:20,1,2018-10-30,5037,19:10,07:58
06:47,17:19,2,2018-10-31,5037,18:20,null
06:49,17:18,3,2018-11-01,5037,18:26,07:59
06:50,17:17,4,2018-11-02,5037,19:25,null
06:51,17:15,5,2018-11-03,5037,20:57,01:29
06:53,17:13,6,2018-11-04,5037,19:50,null
07:03,17:05,0,2018-11-12,5037,19:10,00:16
07:04,17:04,1,2018-11-13,5037,18:57,07:16
07:05,17:03,2,2018-11-14,5037,19:46,07:23
07:06,17:03,3,2018-11-15,5037,18:26,01:37
07:07,17:02,4,2018-11-16,5037,19:28,07:29
07:08,17:01,5,2018-11-17,5037,21:41,07:23
07:10,17:00,6,2018-11-18,5037,19:39,07:13
07:11,17:00,0,2018-11-19,5037,18:56,07:20
07:12,16:59,1,2018-11-20,5037,19:01,00:06
07:13,16:58,2,2018-11-21,5037,19:02,07:27
07:14,16:58,3,2018-11-22,5037,18:53,00:51
07:15,16:57,4,2018-11-23,5037,19:12,07:34
07:16,16:57,5,2018-11-24,5037,22:50,00:53
07:17,16:56,6,2018-11-25,5037,16:31,07:36
07:18,16:56,0,2018-11-26,5037,18:41,07:28
07:20,16:55,1,2018-11-27,5037,18:29,07:32
07:21,16:55,2,2018-11-28,5037,19:18,07:33
07:22,16:55,3,2018-11-29,5037,18:20,00:24
07:23,16:54,4,2018-11-30,5037,19:00,07:43
07:24,16:54,5,2018-12-01,5037,20:28,07:33
07:25,16:54,6,2018-12-02,5037,18:36,07:36
07:32,16:53,0,2018-12-10,5037,18:52,07:42
07:33,16:53,1,2018-12-11,5037,18:50,07:38
07:34,16:54,2,2018-12-12,5037,18:42,01:00
07:34,16:54,3,2018-12-13,5037,18:43,07:38
07:35,16:54,4,2018-12-14,5037,18:37,07:48
07:36,16:54,5,2018-12-15,5037,19:39,07:43
07:37,16:55,6,2018-12-16,5037,22:50,07:50
07:37,16:55,0,2018-12-17,5037,18:09,07:48
07:38,16:55,1,2018-12-18,5037,18:13,07:45
07:38,16:56,2,2018-12-19,5037,19:07,07:49
07:39,16:56,3,2018-12-20,5037,19:32,07:51
07:40,16:57,4,2018-12-21,5037,null,07:52
07:40,16:57,5,2018-12-22,5037,21:33,null
07:41,16:58,6,2018-12-23,5037,20:47,07:51
07:41,16:58,0,2018-12-24,5037,18:37,07:59
07:41,16:59,1,2018-12-25,5037,18:23,07:52
07:42,16:59,2,2018-12-26,5037,18:47,null
07:42,17:00,3,2018-12-27,5037,18:36,00:39
07:42,17:01,4,2018-12-28,5037,19:25,null
07:43,17:02,5,2018-12-29,5037,22:22,null
07:43,17:02,6,2018-12-30,5037,20:43,01:24
07:43,17:03,0,2018-12-31,5037,17:54,07:55
