06:16,18:02,1,2018-10-02,1688,21:08,00:09
06:17,18:00,2,2018-10-03,1688,17:28,01:01
06:18,17:59,3,2018-10-04,1688,19:33,null
06:19,17:57,4,2018-10-05,1688,17:38,00:20
06:20,17:55,5,2018-10-06,1688,19:24,00:16
06:21,17:54,6,2018-10-07,1688,23:00,null
06:30,17:41,0,2018-10-15,1688,20:06,01:07
06:31,17:40,1,2018-10-16,1688,19:48,02:44
06:32,17:38,2,2018-10-17,1688,18:19,00:52
06:33,17:37,3,2018-10-18,1688,19:56,07:36
06:34,17:35,4,2018-10-19,1688,18:20,null
06:35,17:34,5,2018-10-20,1688,21:45,00:10
06:37,17:31,0,2018-10-22,1688,19:21,null
06:38,17:30,1,2018-10-23,1688,19:56,null
06:40,17:28,2,2018-10-24,1688,19:43,01:04
06:41,17:27,3,2018-10-25,1688,19:07,07:59
06:42,17:26,4,2018-10-26,1688,19:37,null
06:43,17:24,5,2018-10-27,1688,19:25,00:37
06:44,17:23,6,2018-10-28,1688,22:51,00:41
06:45,17:22,0,2018-10-29,1688,20:04,null
06:46,17:20,1,2018-10-30,1688,08:01,01:42
06:47,17:19,2,2018-10-31,1688,20:15,null
06:49,17:18,3,2018-11-01,1688,08:00,null
06:50,17:17,4,2018-11-02,1688,20:11,01:14
06:51,17:15,5,2018-11-03,1688,16:38,01:04
06:53,17:13,6,2018-11-04,1688,16:30,01:50
07:03,17:05,0,2018-11-12,1688,19:52,02:00
07:04,17:04,1,2018-11-13,1688,19:02,null
07:05,17:03,2,2018-11-14,1688,19:52,00:08
07:06,17:03,3,2018-11-15,1688,19:39,null
07:07,17:02,4,2018-11-16,1688,19:06,null
07:08,17:01,5,2018-11-17,1688,21:28,01:23
07:10,17:00,6,2018-11-18,1688,16:34,null
07:11,17:00,0,2018-11-19,1688,19:25,null
07:12,16:59,1,2018-11-20,1688,19:17,null
07:13,16:58,2,2018-11-21,1688,19:42,null
07:14,16:58,3,2018-11-22,1688,18:38,null
07:15,16:57,4,2018-11-23,1688,19:24,null
07:16,16:57,5,2018-11-24,1688,18:41,null
07:18,16:56,0,2018-11-26,1688,19:20,null
07:20,16:55,1,2018-11-27,1688,19:27,00:44
07:21,16:55,2,2018-11-28,1688,19:25,00:03
07:22,16:55,3,2018-11-29,1688,20:11,03:17
07:23,16:54,4,2018-11-30,1688,19:13,null
07:24,16:54,5,2018-12-01,1688,18:05,01:21
07:25,16:54,6,2018-12-02,1688,22:07,00:42
07:28,16:53,2,2018-12-05,1688,18:30,null
07:29,16:53,3,2018-12-06,1688,20:08,null
07:30,16:53,4,2018-12-07,1688,19:53,null
07:30,16:53,5,2018-12-08,1688,21:33,01:30
07:31,16:53,6,2018-12-09,1688,17:39,null
07:37,16:55,0,2018-12-17,1688,19:37,null
07:38,16:55,1,2018-12-18,1688,18:48,null
07:38,16:56,2,2018-12-19,1688,20:53,null
07:39,16:56,3,2018-12-20,1688,19:18,null
07:40,16:57,4,2018-12-21,1688,19:44,null
07:40,16:57,5,2018-12-22,1688,21:38,00:36
07:41,16:58,6,2018-12-23,1688,17:33,01:14
07:41,16:58,0,2018-12-24,1688,19:05,null
07:41,16:59,1,2018-12-25,1688,18:42,00:31
07:42,16:59,2,2018-12-26,1688,18:58,01:16
07:42,17:00,3,2018-12-27,1688,19:48,null
07:42,17:01,4,2018-12-28,1688,18:06,00:18
07:43,17:02,5,2018-12-29,1688,16:41,null
07:43,17:02,6,2018-12-30,1688,17:14,07:52
07:43,17:03,0,2018-12-31,1688,19:14,null
