06:16,18:02,1,2018-10-02,9351,18:23,07:18
06:17,18:00,2,2018-10-03,9351,19:07,07:30
06:18,17:59,3,2018-10-04,9351,19:14,07:40
06:19,17:57,4,2018-10-05,9351,19:05,07:38
06:20,17:55,5,2018-10-06,9351,22:30,null
06:21,17:54,6,2018-10-07,9351,17:35,null
06:30,17:41,0,2018-10-15,9351,18:08,07:55
06:31,17:40,1,2018-10-16,9351,19:14,07:44
06:32,17:38,2,2018-10-17,9351,18:32,07:50
06:33,17:37,3,2018-10-18,9351,19:21,null
06:34,17:35,4,2018-10-19,9351,18:11,07:55
06:35,17:34,5,2018-10-20,9351,17:59,07:48
06:36,17:32,6,2018-10-21,9351,21:53,null
06:37,17:31,0,2018-10-22,9351,18:02,07:53
06:38,17:30,1,2018-10-23,9351,18:27,07:50
06:40,17:28,2,2018-10-24,9351,18:09,07:54
06:41,17:27,3,2018-10-25,9351,18:04,07:59
06:42,17:26,4,2018-10-26,9351,17:40,07:48
06:43,17:24,5,2018-10-27,9351,21:16,null
06:44,17:23,6,2018-10-28,9351,18:28,07:59
06:45,17:22,0,2018-10-29,9351,17:46,null
06:46,17:20,1,2018-10-30,9351,18:20,07:55
06:47,17:19,2,2018-10-31,9351,18:23,07:50
06:49,17:18,3,2018-11-01,9351,18:48,null
06:50,17:17,4,2018-11-02,9351,18:23,null
06:51,17:15,5,2018-11-03,9351,22:14,00:09
06:53,17:13,6,2018-11-04,9351,18:07,06:03
07:03,17:05,0,2018-11-12,9351,17:40,07:12
07:04,17:04,1,2018-11-13,9351,17:28,07:24
07:05,17:03,2,2018-11-14,9351,18:33,07:24
07:06,17:03,3,2018-11-15,9351,18:27,07:12
07:07,17:02,4,2018-11-16,9351,17:53,07:25
07:08,17:01,5,2018-11-17,9351,16:46,null
07:10,17:00,6,2018-11-18,9351,15:46,null
07:11,17:00,0,2018-11-19,9351,18:41,07:18
07:12,16:59,1,2018-11-20,9351,18:51,07:30
07:13,16:58,2,2018-11-21,9351,17:50,07:28
07:14,16:58,3,2018-11-22,9351,17:14,07:36
07:15,16:57,4,2018-11-23,9351,18:07,07:27
07:16,16:57,5,2018-11-24,9351,17:01,null
07:17,16:56,6,2018-11-25,9351,20:55,null
07:18,16:56,0,2018-11-26,9351,18:05,07:37
07:20,16:55,1,2018-11-27,9351,18:28,07:31
07:21,16:55,2,2018-11-28,9351,18:04,07:35
07:22,16:55,3,2018-11-29,9351,17:36,07:30
07:23,16:54,4,2018-11-30,9351,18:33,07:34
07:24,16:54,5,2018-12-01,9351,16:21,07:38
07:25,16:54,6,2018-12-02,9351,17:38,null
07:32,16:53,0,2018-12-10,9351,17:39,07:49
07:33,16:53,1,2018-12-11,9351,17:28,07:47
07:34,16:54,2,2018-12-12,9351,18:41,07:45
07:34,16:54,3,2018-12-13,9351,18:51,07:55
07:35,16:54,4,2018-12-14,9351,17:52,07:50
07:36,16:54,5,2018-12-15,9351,20:30,07:43
07:37,16:55,6,2018-12-16,9351,16:39,null
07:37,16:55,0,2018-12-17,9351,18:20,07:43
07:38,16:55,1,2018-12-18,9351,17:18,07:49
07:38,16:56,2,2018-12-19,9351,17:53,07:59
07:39,16:56,3,2018-12-20,9351,17:52,07:46
07:40,16:57,4,2018-12-21,9351,17:44,07:54
07:40,16:57,5,2018-12-22,9351,20:40,07:55
07:41,16:58,0,2018-12-24,9351,20:20,null
07:41,16:59,1,2018-12-25,9351,15:51,07:40
07:42,16:59,2,2018-12-26,9351,19:51,null
07:42,17:00,3,2018-12-27,9351,19:22,null
07:42,17:01,4,2018-12-28,9351,16:50,07:54
07:43,17:02,5,2018-12-29,9351,18:11,null
07:43,17:02,6,2018-12-30,9351,20:18,null
07:43,17:03,0,2018-12-31,9351,18:38,07:51
