1,2018-10-02,9351,18:23,07:18
2,2018-10-03,9351,19:07,07:30
3,2018-10-04,9351,19:14,07:40
4,2018-10-05,9351,19:05,07:38
5,2018-10-06,9351,22:30,null
6,2018-10-07,9351,17:35,null
0,2018-10-15,9351,18:08,07:55
1,2018-10-16,9351,19:14,07:44
2,2018-10-17,9351,18:32,07:50
3,2018-10-18,9351,19:21,null
4,2018-10-19,9351,18:11,07:55
5,2018-10-20,9351,17:59,07:48
6,2018-10-21,9351,21:53,null
0,2018-10-22,9351,18:02,07:53
1,2018-10-23,9351,18:27,07:50
2,2018-10-24,9351,18:09,07:54
3,2018-10-25,9351,18:04,07:59
4,2018-10-26,9351,17:40,07:48
5,2018-10-27,9351,21:16,null
6,2018-10-28,9351,18:28,07:59
0,2018-10-29,9351,17:46,null
1,2018-10-30,9351,18:20,07:55
2,2018-10-31,9351,18:23,07:50
3,2018-11-01,9351,18:48,null
4,2018-11-02,9351,18:23,null
5,2018-11-03,9351,22:14,00:09
6,2018-11-04,9351,18:07,06:03
0,2018-11-12,9351,17:40,07:12
1,2018-11-13,9351,17:28,07:24
2,2018-11-14,9351,18:33,07:24
3,2018-11-15,9351,18:27,07:12
4,2018-11-16,9351,17:53,07:25
5,2018-11-17,9351,16:46,null
6,2018-11-18,9351,15:46,null
0,2018-11-19,9351,18:41,07:18
1,2018-11-20,9351,18:51,07:30
2,2018-11-21,9351,17:50,07:28
3,2018-11-22,9351,17:14,07:36
4,2018-11-23,9351,18:07,07:27
5,2018-11-24,9351,17:01,null
6,2018-11-25,9351,20:55,null
0,2018-11-26,9351,18:05,07:37
1,2018-11-27,9351,18:28,07:31
2,2018-11-28,9351,18:04,07:35
3,2018-11-29,9351,17:36,07:30
4,2018-11-30,9351,18:33,07:34
5,2018-12-01,9351,16:21,07:38
6,2018-12-02,9351,17:38,null
0,2018-12-10,9351,17:39,07:49
1,2018-12-11,9351,17:28,07:47
2,2018-12-12,9351,18:41,07:45
3,2018-12-13,9351,18:51,07:55
4,2018-12-14,9351,17:52,07:50
5,2018-12-15,9351,20:30,07:43
6,2018-12-16,9351,16:39,null
0,2018-12-17,9351,18:20,07:43
1,2018-12-18,9351,17:18,07:49
2,2018-12-19,9351,17:53,07:59
3,2018-12-20,9351,17:52,07:46
4,2018-12-21,9351,17:44,07:54
5,2018-12-22,9351,20:40,07:55
0,2018-12-24,9351,20:20,null
1,2018-12-25,9351,15:51,07:40
2,2018-12-26,9351,19:51,null
3,2018-12-27,9351,19:22,null
4,2018-12-28,9351,16:50,07:54
5,2018-12-29,9351,18:11,null
6,2018-12-30,9351,20:18,null
0,2018-12-31,9351,18:38,07:51
