1,2018-10-02,1688,21:08,00:09
2,2018-10-03,1688,17:28,01:01
3,2018-10-04,1688,19:33,null
4,2018-10-05,1688,17:38,00:20
5,2018-10-06,1688,19:24,00:16
6,2018-10-07,1688,23:00,null
0,2018-10-15,1688,20:06,01:07
1,2018-10-16,1688,19:48,02:44
2,2018-10-17,1688,18:19,00:52
3,2018-10-18,1688,19:56,07:36
4,2018-10-19,1688,18:20,null
5,2018-10-20,1688,21:45,00:10
0,2018-10-22,1688,19:21,null
1,2018-10-23,1688,19:56,null
2,2018-10-24,1688,19:43,01:04
3,2018-10-25,1688,19:07,07:59
4,2018-10-26,1688,19:37,null
5,2018-10-27,1688,19:25,00:37
6,2018-10-28,1688,22:51,00:41
0,2018-10-29,1688,20:04,null
1,2018-10-30,1688,08:01,01:42
2,2018-10-31,1688,20:15,null
3,2018-11-01,1688,08:00,null
4,2018-11-02,1688,20:11,01:14
5,2018-11-03,1688,16:38,01:04
6,2018-11-04,1688,16:30,01:50
0,2018-11-12,1688,19:52,02:00
1,2018-11-13,1688,19:02,null
2,2018-11-14,1688,19:52,00:08
3,2018-11-15,1688,19:39,null
4,2018-11-16,1688,19:06,null
5,2018-11-17,1688,21:28,01:23
6,2018-11-18,1688,16:34,null
0,2018-11-19,1688,19:25,null
1,2018-11-20,1688,19:17,null
2,2018-11-21,1688,19:42,null
3,2018-11-22,1688,18:38,null
4,2018-11-23,1688,19:24,null
5,2018-11-24,1688,18:41,null
0,2018-11-26,1688,19:20,null
1,2018-11-27,1688,19:27,00:44
2,2018-11-28,1688,19:25,00:03
3,2018-11-29,1688,20:11,03:17
4,2018-11-30,1688,19:13,null
5,2018-12-01,1688,18:05,01:21
6,2018-12-02,1688,22:07,00:42
2,2018-12-05,1688,18:30,null
3,2018-12-06,1688,20:08,null
4,2018-12-07,1688,19:53,null
5,2018-12-08,1688,21:33,01:30
6,2018-12-09,1688,17:39,null
0,2018-12-17,1688,19:37,null
1,2018-12-18,1688,18:48,null
2,2018-12-19,1688,20:53,null
3,2018-12-20,1688,19:18,null
4,2018-12-21,1688,19:44,null
5,2018-12-22,1688,21:38,00:36
6,2018-12-23,1688,17:33,01:14
0,2018-12-24,1688,19:05,null
1,2018-12-25,1688,18:42,00:31
2,2018-12-26,1688,18:58,01:16
3,2018-12-27,1688,19:48,null
4,2018-12-28,1688,18:06,00:18
5,2018-12-29,1688,16:41,null
6,2018-12-30,1688,17:14,07:52
0,2018-12-31,1688,19:14,null
